-1 |time hours_from_midnight:12 |meta link hashtags:1 |tokens thank #imwithy
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ 830 marco lie ted cruz rubio lightweight talk
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens wow
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens thank robert #makeamericagreatagain pastor jeffress #trump2016
1 |time hours_from_midnight:4 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens thank
-1 |time hours_from_midnight:2 |meta link hashtags:1 |tokens would #makeamericagreatagain watch offic day first
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens 10000 thank texa support #makeamericagreatagain #trump2016 amaz
-1 |time hours_from_midnight:3 |meta link hashtags:0 |tokens see never let sweat
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens @ thank #trump2016 support #makeamericagreatagain governor friendship
-1 |time hours_from_midnight:4 |meta single_quote hashtags:0 |tokens even dri dont show florida like high rubio doesnt vote left
-1 |time hours_from_midnight:8 |meta hashtags:0 |tokens night marco last mr hard work choker alway rubio lightweight problem meltdown
-1 |time hours_from_midnight:8 |meta hashtags:0 |tokens great said last wow debat night everi poll honor
-1 |time hours_from_midnight:8 |meta hashtags:0 |tokens boy marco like materi choker littl rubio presidenti lightweight stage look
-1 |time hours_from_midnight:8 |meta hashtags:0 |tokens lie great marco last night choker team ted rubio stop cruz lightweight fail ditch effort movement
1 |time hours_from_midnight:8 |meta hashtags:0 |tokens earli made center convent get big 1130 crowd announc texa worth fort
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens quit marco would peopl florida repres rubio vote agre senat defraud
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens endors good despit win tuesday get loser one noth cruz done talk guy texa nasti chanc senat
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens plu last crowd big make 1200 realli speech expect night debat texa worth talk fort
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens high peed" still junior school"
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens debate" hire never that work favorit before" tonight anyon youv line
1 |time hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:7 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:7 |meta link double_quote double_quote_at hashtags:3 |tokens
1 |time hours_from_midnight:7 |meta double_quote double_quote_at hashtags:0 |tokens
-1 |time hours_from_midnight:6 |meta link hashtags:1 |tokens tremend excit crowd ralli #trump2016 worth tomorrow big texa day fort
-1 |time hours_from_midnight:6 |meta link hashtags:0 |tokens enjoy even good easi win debat realli onlin poll
-1 |time hours_from_midnight:6 |meta link hashtags:2 |tokens #trump2016 #makeamericagreatagain
-1 |time hours_from_midnight:6 |meta link hashtags:1 |tokens #makeamericagreatagain
-1 |time hours_from_midnight:5 |meta link hashtags:2 |tokens thank la vega #votetrumpnv #nevadacaucu nevada
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens great america join la make safe live vega #votetrumpnv #nevadacaucu nevada
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens @ said would administr lie anoth ted back crazi cruz right citizen illeg countri come sent
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens @ said hit would big dope never watch wast fat tonight job bias time run bore total
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens town @ great eastern tonight conduct 1000 hall pm
-1 |time hours_from_midnight:1 |meta link hashtags:1 |tokens vermont thank #votetrumpvt
-1 |time hours_from_midnight:1 |meta hashtags:1 |tokens 35% via trump michigan #votetrumpmi 9% rubio carson cruz kasich arg 17% 12% thank
-1 |time hours_from_midnight:1 |meta hashtags:1 |tokens #votetrumpnc @ great trump north thank 18% 3/15 36% rubio 10% carson cruz via kasich poll 7% carolina
-1 |time hours_from_midnight:1 |meta link hashtags:1 |tokens thank wow soon see massachusett #votetrumpma
1 |time hours_from_midnight:1 |meta hashtags:0 |tokens lost campaign incompet watch mitt steven romney clown badli know stuart strategist
-1 |time hours_from_midnight:1 |meta hashtags:1 |tokens simon great bush 6% thank #votetrumpil 3/15 13% 28% rubio 8% carson cruz 14% 15% kasich poll/siu news illinoi trump
1 |time hours_from_midnight:0 |meta link hashtags:2 |tokens enjoy @ la tonight 10pme vega nevada #trump2016 #hanniti
1 |time hours_from_midnight:3 |meta single_quote hashtags:0 |tokens wont iowa rnc win disqualifi ted sad cruz leadership weak let happen republican fraudul probabl
1 |time hours_from_midnight:4 |meta hashtags:0 |tokens play liar ridicul fals ted cruz take biggest polit basi fact ad
1 |time hours_from_midnight:4 |meta hashtags:0 |tokens audit feder would bill ted cruz done allow reserv vote import miss yet
-1 |time hours_from_midnight:6 |meta link hashtags:2 |tokens endors thank @ video #votetrumpnv #bikersfortrump
1 |time hours_from_midnight:8 |meta hashtags:0 |tokens last show peopl debat say countri anger mani angri south carolina
1 |time hours_from_midnight:10 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:10 |meta single_quote hashtags:0 |tokens better hide lot chicago $s ricket secretli hear cub famili spend care
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens work volunt trump la far win hotel intern vega team nevada best wonder
1 |time hours_from_midnight:12 |meta link double_quote double_quote_at hashtags:2 |tokens
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens ago categori everi win number month landslid cruz expect group yet south carolin
-1 |time hours_from_midnight:0 |meta link hashtags:0 |tokens great georgia thank make safe america let leav atlanta nevada
1 |time hours_from_midnight:8 |meta link hashtags:0 |tokens thank south carolina
1 |time hours_from_midnight:9 |meta link hashtags:0 |tokens account last quot read parodi jeb night msnbc
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ pollster fire journal bias paper wall wrongtot street board editori fail seldom
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens @ great word thank knowledg well style realli carolina south nice
1 |time hours_from_midnight:3 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens @ get much drop someon race pick vote republican think fact
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens @ hillari beat win explain state r know vote indi noth dem
-1 |time hours_from_midnight:1 |meta hashtags:2 |tokens enjoy @ show tonight phone #colbert #lssc late interview first
-1 |time hours_from_midnight:2 |meta link hashtags:2 |tokens #trump2016 #makeamericagreatagain thank south carolina
-1 |time hours_from_midnight:3 |meta link single_quote hashtags:0 |tokens north thank augusta dont block vote line 2500+ forget saturday south carolina
-1 |time hours_from_midnight:7 |meta hashtags:1 |tokens @ great 5pm #votetrumpsc carolina watch south greenvil interview amaz day today sat
-1 |time hours_from_midnight:12 |meta link hashtags:1 |tokens #makeamericagreatagain thank
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens even audienc bush trump rnc big rubio debat cruz ppp result new poll stack wonder
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens major full ralli spent yesterday great today spirit peopl meet day south carolina
-1 |time hours_from_midnight:4 |meta link hashtags:1 |tokens thank #votetrumpsc ppp new poll south carolina
-1 |time hours_from_midnight:3 |meta link hashtags:1 |tokens 10000 thank #votetrumpsc support greenvil night vote carolina saturday south amaz
-1 |time hours_from_midnight:3 |meta link hashtags:1 |tokens support #makeamericagreatagain thank continu
-1 |time hours_from_midnight:4 |meta link hashtags:2 |tokens lie #votetrumpsc senat cruz respons #trump2016
-1 |time hours_from_midnight:7 |meta link double_quote hashtags:0 |tokens use politician "emin domain" privat jeb hypocrit anoth clueless massiv
-1 |time hours_from_midnight:7 |meta link hashtags:0 |tokens use vet advantag emin process domain took jeb 2/2 disabl
-1 |time hours_from_midnight:7 |meta single_quote hashtags:0 |tokens reveal use liar like emin never domain clue jeb critic call truth id 1/2
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens week great get big make vote america saturday south carolina
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens canada candid elig elect would may ted cruz jeb born bush presidenti run destroy hillari
1 |time hours_from_midnight:11 |meta single_quote hashtags:0 |tokens even namethen campaign last help want use brother jeb funni famili fail mommi didnt
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens thank cb wow way new went poll forti
1 |time hours_from_midnight:4 |meta hashtags:0 |tokens donor int said last terribl almost distrbut debat rnc job night love ticket everyon special
-1 |time hours_from_midnight:7 |meta link hashtags:0 |tokens great thank make togeth america support
-1 |time hours_from_midnight:10 |meta hashtags:0 |tokens enjoy face cb nation morn john dickerson
1 |time hours_from_midnight:9 |meta double_quote hashtags:0 |tokens "highli great politician gift jeb funni bush call entertainer" assum compliment
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens great peopl carolina today leav south big new experi event hampshir amaz
-1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ worthless like money report bad busi go cred look
-1 |time hours_from_midnight:12 |meta hashtags:0 |tokens tri @ worthless desper zuckerman liabil mort sell dopey buyer massiv
-1 |time hours_from_midnight:12 |meta hashtags:0 |tokens zuckerman worthless @ major mort soon paper complex dopey owner close inferior
1 |time hours_from_midnight:5 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens love thank peopl hampshir new south carolina
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens #fitn depart thank #nhprimari famili new hampshir amaz
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens secur wall open border stop drug heroin build southern new come hampshir
1 |time hours_from_midnight:2 |meta single_quote hashtags:0 |tokens save immedi like healthcar obamacar replac repeal better much nobodi $s
1 |time hours_from_midnight:3 |meta double_quote hashtags:0 |tokens "leader" differ usa big make fast isi result threat win respect storywith today
1 |time hours_from_midnight:8 |meta hashtags:0 |tokens great make hampshir vote new america today
-1 |time hours_from_midnight:9 |meta link hashtags:3 |tokens #fitn locat #nhprimari #votetrumpnh poll find
-1 |time hours_from_midnight:10 |meta link hashtags:1 |tokens great peopl #votetrumpnh messag video new import day hampshir
-1 |time hours_from_midnight:10 |meta link hashtags:3 |tokens arena great #fitn thank verizon #votetrumpnh #makeamericagreatagain wireless night new hampshir
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens make america great
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens interview @ enjoy 840
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens play elect show win gener never repub state great poll best
1 |time hours_from_midnight:12 |meta hashtags:0 |tokens help peopl million dollar spent one done mani happi disabl
1 |time hours_from_midnight:12 |meta double_quote hashtags:0 |tokens gone use "governors" famili lie far nasti emin privat jeb bush know lot domain weakest
1 |time hours_from_midnight:12 |meta double_quote hashtags:0 |tokens @ rememb core "come weak dc love" common want act illeg educ leader immigr
-1 |time hours_from_midnight:4 |meta link hashtags:1 |tokens new #fitn thank hampshir
-1 |time hours_from_midnight:2 |meta link hashtags:3 |tokens #fitn #votetrumpnh #nhprimari
-1 |time hours_from_midnight:5 |meta hashtags:0 |tokens end would campaign money million wast sad bush pac interest fail say $120 super special
-1 |time hours_from_midnight:5 |meta link single_quote hashtags:2 |tokens #fitn thank third #votetrumpnh stop today new londonderri hampshir
-1 |time hours_from_midnight:4 |meta double_quote hashtags:0 |tokens trick "deceit ben dirti ted carson cruz lies" blast dr
-1 |time hours_from_midnight:4 |meta hashtags:1 |tokens lie repeal replac cruz total #obamacar
-1 |time hours_from_midnight:5 |meta hashtags:0 |tokens total iowa cheat disqualifi ted cruz state fraud elect basi recent
1 |time hours_from_midnight:5 |meta hashtags:0 |tokens interview @ enjoy 700 pm
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens result nullifi fraud iowa elect caucu ted cruz base place either new commit senat take
1 |time hours_from_midnight:10 |meta double_quote hashtags:0 |tokens lie voter trump caucusgo thousand obamacar strongli favor cruz total "choice" final told
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens certif fraud peopl thousand violat carson also cruz voter vote mani sent
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ iowa quit primetim vote releas cruz race put caucu
1 |time hours_from_midnight:11 |meta single_quote hashtags:0 |tokens iowa bad anticip far stole ted wrong cruz win vote got poll didnt
1 |time hours_from_midnight:5 |meta hashtags:0 |tokens real @ great said hostil beg us tonight dummi job went
-1 |time hours_from_midnight:2 |meta link hashtags:2 |tokens #fitn crowd big expect way new #trump2016 spirit hampshir
1 |time hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta link single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:4 |meta double_quote double_quote_at hashtags:0 |tokens
-1 |time hours_from_midnight:4 |meta link hashtags:2 |tokens #trump2016 finder #iacaucu
-1 |time hours_from_midnight:3 |meta single_quote hashtags:0 |tokens said would greta peopl wow watch debat im 87% honor
-1 |time hours_from_midnight:3 |meta hashtags:0 |tokens est like veteran rock fox debat rate special fall advertis event tune 9pm
-1 |time hours_from_midnight:3 |meta link hashtags:2 |tokens thank #makeamericagreatagain lexington #trump2016 south carolina
-1 |time hours_from_midnight:2 |meta hashtags:0 |tokens pr @ made taunt fox debat written statement lightweight report childishli
1 |time hours_from_midnight:2 |meta hashtags:0 |tokens enjoy @ eastern tonight interview 800 pm
-1 |time hours_from_midnight:3 |meta link hashtags:0 |tokens campaign anyth owe self lobbyist fund interest special
1 |time hours_from_midnight:5 |meta hashtags:0 |tokens even canada last though beat six ted cruz debat especi want one first
1 |time hours_from_midnight:5 |meta hashtags:0 |tokens rush limbaugh got guy fantast listen
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens @ good disgrac would journal yesterday broadcast say nasti statement put dumb ever someth
1 |time hours_from_midnight:10 |meta hashtags:0 |tokens @ great mexico wall win build establish pay strong border amaz
-1 |time hours_from_midnight:11 |meta link hashtags:2 |tokens job histori american #votetrump greatest presid #trump2016 produc
1 |time hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens enjoy great good iowa storm make two coast speech folk beauti east today luck
1 |time hours_from_midnight:11 |meta double_quote double_quote_at hashtags:2 |tokens
-1 |time hours_from_midnight:3 |meta link hashtags:1 |tokens get peopl writer articl wonder #trump2016 truli
-1 |time hours_from_midnight:2 |meta hashtags:0 |tokens asset fund w/ goldman loan never sachs/citi bed st wall cruz disclosur low interest honest sold legal
-1 |time hours_from_midnight:2 |meta hashtags:1 |tokens prime run citizenship minist canadian renounc could us start cruz #potu senat
-1 |time hours_from_midnight:1 |meta single_quote hashtags:0 |tokens disclos goldman support million $25 say sach cruz puppet money tarp didnt loan bank gave
-1 |time hours_from_midnight:1 |meta single_quote hashtags:0 |tokens @ irrelev like show refus sad ask reason doesnt time fail mani listen
-1 |time hours_from_midnight:1 |meta single_quote hashtags:0 |tokens @ like money review dog beg nation offic doesnt lightweight say one came
-1 |time hours_from_midnight:5 |meta hashtags:0 |tokens mogul int $11m hypocrit contribut campaign fund receiv goldman wow ted sach ny cruz low $1m hedg $487k loan
-1 |time hours_from_midnight:6 |meta link hashtags:0 |tokens nh great portsmouth depart thank crowd snow record morn storm
-1 |time hours_from_midnight:6 |meta hashtags:0 |tokens @ greatli form lend wall financi pretend dishonest st list disclosur file go clean bank
-1 |time hours_from_midnight:6 |meta hashtags:0 |tokens control @ contribut campaign give back base york interest new special
-1 |time hours_from_midnight:6 |meta hashtags:0 |tokens love like get peopl ted cruz everybodi hypocrit york new thru polit
-1 |time hours_from_midnight:6 |meta hashtags:0 |tokens espous gay money ted accept cruz marriag peopl oppos
-1 |time hours_from_midnight:8 |meta link hashtags:0 |tokens ultim money ted say one thing hypocrit anoth vote
-1 |time hours_from_midnight:11 |meta link hashtags:2 |tokens great thank #makeamericagreatagain number new #trump2016
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens form ted loan list person cruz disclosur illeg guarante purpos bank
-1 |time hours_from_midnight:1 |meta link hashtags:3 |tokens poll #trump2016 #foxnew #makeamericagreatagain thank
-1 |time hours_from_midnight:2 |meta hashtags:1 |tokens job non alik love trump creat union defect cant one member see compet els #dem leader like
-1 |time hours_from_midnight:2 |meta hashtags:0 |tokens sell @ trump endors rep j worker job donald dont know demand let nobodi hope like
-1 |time hours_from_midnight:3 |meta hashtags:0 |tokens look crowd big way forward south carolina
1 |time hours_from_midnight:9 |meta hashtags:0 |tokens hank @ total $10 ago campaign money million wast month 3 formerli aig happi greenberg gave
1 |time hours_from_midnight:3 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:6 |meta double_quote double_quote_at hashtags:0 |tokens explan lie trump wh fog allow benghazi vote potus" war"
-1 |time hours_from_midnight:5 |meta link hashtags:1 |tokens #happynewyearamerica
-1 |time hours_from_midnight:3 |meta link hashtags:0 |tokens new year thank happi
1 |time hours_from_midnight:11 |meta hashtags:0 |tokens va phoenix horrend fix shape wors peopl report die ever wait
1 |time hours_from_midnight:3 |meta single_quote hashtags:0 |tokens wont hillari said run wouldnt lead beat peopl well say 21% place 1st
1 |time hours_from_midnight:3 |meta hashtags:0 |tokens @ hillari beat dishonest air rate go reportingand along think came
1 |time hours_from_midnight:3 |meta single_quote hashtags:1 |tokens @ great total trump win howev meaningless america stori 2015 #1 announc make dont
1 |time hours_from_midnight:4 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:8 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time hours_from_midnight:5 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time hours_from_midnight:5 |meta double_quote double_quote_at hashtags:0 |tokens thank
-1 |time hours_from_midnight:3 |meta hashtags:0 |tokens blue @ great golf monster anoth thank award accolad redesign respect odyssey best highli
