-1 |time weekday:2 hour:12 hours_from_midnight:12 |meta link hashtags:1 |tokens #imwithyou you thank
-1 |time weekday:4 hour:22 hours_from_midnight:2 |meta link hashtags:0 |tokens again make america great
-1 |time weekday:4 hour:19 hours_from_midnight:5 |meta link hashtags:2 |tokens wisconsin ad #trump2016 soon see radio #wiprimary in new airing my you today
1 |time weekday:4 hour:4 hours_from_midnight:4 |meta hashtags:0 |tokens ad is growth in (kasich) again said (cruz) for their club 739 more 143 that 465 delegates than try plus the my
1 |time weekday:4 hour:4 hours_from_midnight:4 |meta hashtags:0 |tokens ad just an dumb in incorrect mathwhat for $1000000 a wisconsin club put group with extortion me attempt up the growthwhich asked
-1 |time weekday:4 hour:2 hours_from_midnight:2 |meta link hashtags:2 |tokens #trump2016 #makeamericagreatagain
-1 |time weekday:3 hour:22 hours_from_midnight:2 |meta link hashtags:1 |tokens new you #trump2016 thank york
-1 |time weekday:3 hour:20 hours_from_midnight:4 |meta link hashtags:2 |tokens wisconsin thank tuesday next april #votetrump #wiprimary you 5th
-1 |time weekday:3 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens a @ and priebus just very with bringing had it together looking to will forward party the meeting happen nice
-1 |time weekday:3 hour:13 hours_from_midnight:11 |meta link hashtags:1 |tokens strength trump peace through doctrine the #trump2016
1 |time weekday:3 hour:2 hours_from_midnight:2 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:2 hours_from_midnight:2 |meta single_quote double_quote double_quote_at hashtags:0 |tokens great
-1 |time weekday:2 hour:21 hours_from_midnight:3 |meta link hashtags:2 |tokens wisconsin thank #wiprimary you #trump2016 appleton
-1 |time weekday:2 hour:21 hours_from_midnight:3 |meta link hashtags:2 |tokens @ congratulations trump for #makeamericagreatagain wisdom to pick the #trump2016 having
-1 |time weekday:2 hour:17 hours_from_midnight:7 |meta link hashtags:0 |tokens wisconsin prayers miss please young keep melissa 2005 with your thoughts
-1 |time weekday:2 hour:16 hours_from_midnight:8 |meta link hashtags:2 |tokens thank #makeamericagreatagain york new you #trump2016
-1 |time weekday:2 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens fired being is nbc tv to got nice @ me a not nasty now by he thrown on off like of dog
-1 |time weekday:2 hour:0 hours_from_midnight:0 |meta single_quote hashtags:2 |tokens trump just @ in vote for show least increase state new 365 final announced more me delegates #s certified a great 12 wins mo of the
-1 |time weekday:1 hour:21 hours_from_midnight:3 |meta link hashtags:1 |tokens you #trump2016 thank
-1 |time weekday:1 hour:21 hours_from_midnight:3 |meta link hashtags:0 |tokens a campaign trump for reporter defends manager bruising charged
-1 |time weekday:1 hour:20 hours_from_midnight:4 |meta link hashtags:1 |tokens you #makeamericagreatagain thank
-1 |time weekday:1 hour:19 hours_from_midnight:5 |meta link hashtags:0 |tokens again make america great
-1 |time weekday:1 hour:19 hours_from_midnight:5 |meta link hashtags:0 |tokens me conference what her reporter this is hand leave i as touching in news why
-1 |time weekday:1 hour:19 hours_from_midnight:5 |meta link hashtags:0 |tokens changed from her facility this my there when tape she statement reporters found the was tune out
-1 |time weekday:1 hour:19 hours_from_midnight:5 |meta link hashtags:0 |tokens conference me and charges can i over to shout victory questions allowed press grab was why is she
1 |time weekday:1 hour:16 hours_from_midnight:8 |meta single_quote hashtags:0 |tokens people is as at before what looking to tape statement out was happened arent that reporters earliest why on episode this she found the
1 |time weekday:1 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens @ i for show do where am cruz but killing how hillary vs same not new the poll come bernie
1 |time weekday:1 hour:13 hours_from_midnight:11 |meta single_quote hashtags:0 |tokens and @ onesided townhall do on i maybe wow reporting unfair but tonight their shouldnt really nothing has my shows opponents
1 |time weekday:1 hour:1 hours_from_midnight:1 |meta hashtags:0 |tokens and be we strong tough secure vigilant asap make no great to again games need our borders america smart must
1 |time weekday:3 hour:15 hours_from_midnight:9 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens and people it sad as in from civilization must europe be we stop know immediately destruction this of taking us will so syria the
1 |time weekday:3 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens just fighters infiltrated have in fix also you announced told europe 5000 that alone isis this many as us i so can problem
1 |time weekday:3 hour:15 hours_from_midnight:9 |meta single_quote double_quote double_quote_at hashtags:0 |tokens a dead show
1 |time weekday:3 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens disaster wasting is total walters how explain since their which got ever @ jobs women a on great time the view barbara left
1 |time weekday:3 hour:15 hours_from_midnight:9 |meta double_quote hashtags:0 |tokens "no" show is it go tv constantly to badly asking which taken tell @ them that soon be me on off i failing thr air will so
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens a on and clinton for working i solving problem been years will hillary solve fast time the has terrorism change
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta link double_quote double_quote_at hashtags:1 |tokens #votetrump2016 "
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens right often wall is am it how media only to amazing nato take build be oil immigration criticized muslims by i illegal the
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta double_quote hashtags:0 |tokens and right is said when critical was hole" @ recently that mess article brussels a remember i "hell failing so the wrote
-1 |time weekday:3 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens and years have watched graham develop for things make better to politicians other do who problems cruz nothing isis like these many
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta single_quote hashtags:0 |tokens and @ all isis both do no very who ted two lyin action cruz much nothing are alike about talk politicians
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens badly is it talking in tv when how amazing gets pres shows @ his run beat (zero) him me on about i many so negatively
1 |time weekday:3 hour:13 hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens a and we pay is time share it to cost nato renegotiate of the now why disproportionate
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens and be currently on some is changed well obsolete focus to as nato things additionally of it focused terrorism the must
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta link double_quote double_quote_at hashtags:2 |tokens a picture " @ words" is worth #nevercruz #lyingted thousand
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:23 hours_from_midnight:1 |meta hashtags:0 |tokens again make america great
1 |time weekday:2 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens all want win it arizona done have in our help thank for to you @ his historic joe not i of could without
1 |time weekday:2 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens and there is clinch it have in before get cleveland been more 1237 that delegates unfair believe than i many will while race so the
1 |time weekday:2 hour:20 hours_from_midnight:4 |meta single_quote hashtags:0 |tokens and $150000000 lyin jebs jeb fraction endorsement got more that am hurts nothing than a i of spent think ted having first
1 |time weekday:2 hour:14 hours_from_midnight:10 |meta single_quote hashtags:0 |tokens model gq photo ted had him lyin to call denied do we that cruz melania post with why he anything of the thats
1 |time weekday:2 hour:4 hours_from_midnight:4 |meta hashtags:0 |tokens and supreme win have in court for way hopefully party justices big paving november republican come a great many together can the
1 |time weekday:2 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens arizona thank i win never anticipated will much in you than bigger forget
-1 |time weekday:2 hour:3 hours_from_midnight:3 |meta link hashtags:3 |tokens #trumptrain arizona thank #westerntuesday you #trump2016
1 |time weekday:2 hour:2 hours_from_midnight:2 |meta hashtags:0 |tokens wants be and in borders no flow despite weak attack to hillary muslims let way horrible the brussels openand incompetent today
1 |time weekday:2 hour:1 hours_from_midnight:1 |meta single_quote hashtags:0 |tokens ad gq be ted his in your from just lyin picture used shoot cruz melania careful a on spill i of wife will beans the or
-1 |time weekday:1 hour:22 hours_from_midnight:2 |meta hashtags:1 |tokens a #potus emergency cuba home belongs get washington should leave to game serious baseball under in immediately the where pres obama
1 |time weekday:1 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens and all groups that forming getting weak stronger been shame so are have others terror politically correct obama
-1 |time weekday:1 hour:19 hours_from_midnight:5 |meta link hashtags:4 |tokens @ from #makeamericagreatagain #utahcaucus #utcaucus message #trump2016
-1 |time weekday:1 hour:19 hours_from_midnight:5 |meta link hashtags:4 |tokens @ from #arizonaprimary #makeamericagreatagain #azprimary message #trump2016
-1 |time weekday:1 hour:18 hours_from_midnight:6 |meta link hashtags:6 |tokens #arizonaprimary #americansamoa #utahcaucus #utcaucus #azprimary #votetrump video
-1 |time weekday:1 hour:18 hours_from_midnight:6 |meta hashtags:1 |tokens and heart all madness prayers it #brussels go out to be victims stop tragedy must i of terrible will this stopped the my
1 |time weekday:1 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens again make america great
1 |time weekday:1 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens and being is looks in sounds speech obama badly his cuba ridiculous president brussels he shadows especially of so making the treated
-1 |time weekday:1 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens beautiful and all be is it vigilant different from anymore how you was smart do safe not world brussels must a remember us place
1 |time weekday:1 hour:11 hours_from_midnight:11 |meta link single_quote double_quote double_quote_at hashtags:1 |tokens
1 |time weekday:0 hour:2 hours_from_midnight:2 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:6 hour:20 hours_from_midnight:4 |meta single_quote hashtags:0 |tokens and deal wasnt greet in respect even just no wow there to obama cuba big greeted landed others raul president pope him he a castro
1 |time weekday:6 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens will be i big there maralago tonight dinner palm at in republican beach
1 |time weekday:6 hour:19 hours_from_midnight:5 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:6 hour:19 hours_from_midnight:5 |meta single_quote hashtags:0 |tokens show is back highly cant allowed her things constantly fight to @ but wrong me on about i say bad so overrated the anchor
1 |time weekday:6 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens is it sad down are horrendous curse media by shut never that why who protesters punch during blamed roads/doors rallies the my scream
1 |time weekday:6 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens enjoy be @ this interviewed morning will on
1 |time weekday:6 hour:11 hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:6 hour:4 hours_from_midnight:4 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
-1 |time weekday:6 hour:3 hours_from_midnight:3 |meta link hashtags:4 |tokens and on arizona thank get tuesday #makeamericagreatagain #azprimary #votetrump you #trump2016 out
-1 |time weekday:4 hour:15 hours_from_midnight:9 |meta link hashtags:2 |tokens city join #makeamericagreatagain #trump2016 utah lake us tonight in salt
1 |time weekday:4 hour:0 hours_from_midnight:0 |meta hashtags:0 |tokens life clinton her for involved of been most hillary in professional has corruption
1 |time weekday:3 hour:20 hours_from_midnight:4 |meta hashtags:0 |tokens again make america great
1 |time weekday:3 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens and all love at have debate dummies explain please to won board drudge @ them that 11 i of according etc editorial the
1 |time weekday:3 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens me @ what good editorials especially anymore cares is nobody say their bad at they in news the math
1 |time weekday:3 hour:13 hours_from_midnight:11 |meta single_quote double_quote hashtags:0 |tokens @ 16apologize says 8646551trumps knock opponentsi is 7533692"a had primary but 3 only she editorial vote "clinton total
1 |time weekday:3 hour:12 hours_from_midnight:12 |meta single_quote hashtags:0 |tokens and dont just is ted are vote lyin much has smart that very big cruz they problem evangelical lost of tolerate reason so the liarsa
1 |time weekday:3 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens me @ crazy total hit her that complaining is show against yet did bad piece a not on now defend metough
1 |time weekday:3 hour:10 hours_from_midnight:10 |meta hashtags:0 |tokens @ great additional question that i many people ask same times beat how cruz can debating cancelled news the has debate
1 |time weekday:3 hour:10 hours_from_midnight:10 |meta single_quote hashtags:0 |tokens and @ crazy his last worse her on ted is show had supposedly cant getting lyin cruz desperate night win lying
1 |time weekday:3 hour:10 hours_from_midnight:10 |meta single_quote hashtags:0 |tokens trump campaign stevens is sad manager what now failed to party do mitt historic telling republican with loss of romneys stuart the
-1 |time weekday:2 hour:21 hours_from_midnight:3 |meta link hashtags:1 |tokens you #trump2016 thank missouri
1 |time weekday:2 hour:18 hours_from_midnight:6 |meta hashtags:0 |tokens wow won just missouri
1 |time weekday:2 hour:17 hours_from_midnight:7 |meta hashtags:0 |tokens everyone am debate for speech 5 was @ big night yesterday but me with day a wins i of well wish making the
-1 |time weekday:2 hour:17 hours_from_midnight:7 |meta hashtags:0 |tokens thank for appreciate i of support florida governor your to scott rick endorsement you the greatly
1 |time weekday:2 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens @ great on this television morning to job have you my side glad
1 |time weekday:2 hour:13 hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens enjoy on 830 @ i am interviewed will at be
1 |time weekday:2 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens 740 be @ enjoy interviewed will at on
1 |time weekday:2 hour:10 hours_from_midnight:10 |meta hashtags:0 |tokens be @ 715 am interviewed will at on
1 |time weekday:2 hour:10 hours_from_midnight:10 |meta hashtags:0 |tokens be wins last @ am night 700 interviewed will at big on
1 |time weekday:2 hour:5 hours_from_midnight:5 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:5 hours_from_midnight:5 |meta double_quote double_quote_at hashtags:1 |tokens
-1 |time weekday:2 hour:1 hours_from_midnight:1 |meta link hashtags:3 |tokens #supertuesday thank #makeamericagreatagain illinois you #trump2016
-1 |time weekday:2 hour:1 hours_from_midnight:1 |meta link hashtags:3 |tokens #supertuesday  north thank #makeamericagreatagain you #trump2016 carolina
1 |time weekday:2 hour:0 hours_from_midnight:0 |meta hashtags:0 |tokens and @ crazy good watching is unwatchable other night news local networks really
-1 |time weekday:2 hour:0 hours_from_midnight:0 |meta link hashtags:3 |tokens #supertuesday thank florida #makeamericagreatagain you #trump2016
-1 |time weekday:2 hour:0 hours_from_midnight:0 |meta link hashtags:3 |tokens thank mariana islands#supertuesday #makeamericagreatagain you northern #trump2016
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta single_quote double_quote double_quote_at hashtags:0 |tokens crazy everyone wise dont is to worry megyn
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta hashtags:0 |tokens and is soon numbers in out ads had negative victory that phony despite a on word i florida spent record amount massive
1 |time weekday:1 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens a saying ballot from name places people this of is florida not various lot in complaints false the on my hope
1 |time weekday:1 hour:16 hours_from_midnight:8 |meta double_quote hashtags:0 |tokens and back bring our leaving again from to it economy do jobs nobody "sing" else i companies us keep will can the
1 |time weekday:1 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens on we strong jobs mexico many is weak immigration ford illegal to need kasich losing ohio borders now others) (and
1 |time weekday:1 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens and being kasich down second in debate acting innocent john until nice watching interviewed put such him remember a like i so guy
-1 |time weekday:1 hour:13 hours_from_midnight:11 |meta link hashtags:3 |tokens #supertuesday #trumptrain ✅missouri ✅ohio #votetrump ✅north carolina ✅florida ✅illinois
1 |time weekday:1 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens and mexico win back bring north if no 400000 since to going carolina we jobs manufacturing 300000 lost i will etc 2000 ohio more
1 |time weekday:5 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens amendment energized them rights group in people many who organized thugs down have of shut our the america totally chicago first
-1 |time weekday:4 hour:23 hours_from_midnight:1 |meta link hashtags:1 |tokens torres great dlg thank ralph governor news you #trump2016
-1 |time weekday:4 hour:22 hours_from_midnight:2 |meta link hashtags:0 |tokens me a great woman from means schlafly it an to much so endorsement phyllis receiving conservative truly
-1 |time weekday:4 hour:21 hours_from_midnight:3 |meta link hashtags:2 |tokens thank louis #makeamericagreatagain st missouri you #trump2016
1 |time weekday:4 hour:20 hours_from_midnight:4 |meta single_quote hashtags:0 |tokens @ great business that of is it mort much likewise going zuckermans too dopey money losing news has rumor out
-1 |time weekday:4 hour:17 hours_from_midnight:7 |meta link hashtags:0 |tokens
-1 |time weekday:4 hour:16 hours_from_midnight:8 |meta double_quote hashtags:0 |tokens @ ben people i god make who "i us carson of can in better" concur believe dr any change he
-1 |time weekday:4 hour:6 hours_from_midnight:6 |meta link hashtags:1 |tokens you #gopdebate thank
-1 |time weekday:4 hour:5 hours_from_midnight:5 |meta link hashtags:2 |tokens #makeamericagreatagain you america #trump2016 thank
1 |time weekday:4 hour:5 hours_from_midnight:5 |meta double_quote double_quote_at hashtags:1 |tokens you thank
1 |time weekday:3 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens and @ about wow reporting all disgusting are biased you totally correct
-1 |time weekday:2 hour:23 hours_from_midnight:1 |meta link hashtags:1 |tokens politician dishonest #lightweightsenatormarcorubio another
-1 |time weekday:2 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens is one down growth are shake total out ads for negative to tried club million phony putting they nasty now me on dollars losers
-1 |time weekday:2 hour:7 hours_from_midnight:7 |meta hashtags:1 |tokens you #trump2016 thank hawaii
-1 |time weekday:2 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens a great evening like would to this support for i everyone wonderful was their thank
-1 |time weekday:2 hour:1 hours_from_midnight:1 |meta hashtags:1 |tokens you mississippi #trump2016 thank
-1 |time weekday:2 hour:1 hours_from_midnight:1 |meta link hashtags:1 |tokens you #trump2016 thank
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta hashtags:0 |tokens and all trump doing money is am jupiter in mississippi wow to going be that very michigan now with me word i well spent against will
1 |time weekday:1 hour:23 hours_from_midnight:1 |meta hashtags:0 |tokens am one are another poll out leading / their @ with after phony discredited hear they totally last i of polls while sc came
1 |time weekday:1 hour:20 hours_from_midnight:4 |meta hashtags:1 |tokens me a about remember for watch commercials when television paid negative politicians are #mediafraud you bosses the total by
-1 |time weekday:1 hour:17 hours_from_midnight:7 |meta link hashtags:0 |tokens mississippi michigan hawaii idaho
-1 |time weekday:1 hour:17 hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumpid
-1 |time weekday:1 hour:17 hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumphi
-1 |time weekday:1 hour:17 hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumpmi
-1 |time weekday:1 hour:17 hours_from_midnight:7 |meta link hashtags:2 |tokens #trump2016 #votetrumpms
1 |time weekday:1 hour:17 hours_from_midnight:7 |meta hashtags:0 |tokens and blew ran had romney it sad zero are graham quit for spokesmen got his mitt chance they president now why me against lindsey
1 |time weekday:1 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens and all campaign is am one are special for only other candidates bought interests who paid by remember i of selffunding the my
1 |time weekday:1 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens ethic and has says to be sun work gravitas experience vote needed rubio not earned sentinel president the lacks your he
1 |time weekday:1 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens again make america great
-1 |time weekday:1 hour:15 hours_from_midnight:9 |meta link hashtags:0 |tokens @ you thank
-1 |time weekday:1 hour:14 hours_from_midnight:10 |meta link hashtags:0 |tokens and mississippi join get michigan hawaii to video today vote the movement idaho out
-1 |time weekday:1 hour:2 hours_from_midnight:2 |meta link hashtags:0 |tokens me million forget for people club that they it negative i growth no said extortion went was asked $1
-1 |time weekday:1 hour:2 hours_from_midnight:2 |meta link hashtags:0 |tokens refugees welcoming for syrian ted it against cruz he was before
-1 |time weekday:1 hour:2 hours_from_midnight:2 |meta hashtags:0 |tokens me be great there for i’ll people i many hotel hawaii soon employ very at honolulu in vote my
-1 |time weekday:1 hour:0 hours_from_midnight:0 |meta hashtags:0 |tokens 10pm @ tonight est be i enjoy interviewed will at on by
-1 |time weekday:0 hour:23 hours_from_midnight:1 |meta link hashtags:0 |tokens marco ad concerning lightweight rubio senator new
-1 |time weekday:0 hour:22 hours_from_midnight:2 |meta link hashtags:0 |tokens will them love thank i potatoes nobody protect grows better as market president you your idaho
-1 |time weekday:4 hour:5 hours_from_midnight:5 |meta link hashtags:2 |tokens on my #makeamericagreatagain visas position #trump2016
-1 |time weekday:4 hour:4 hours_from_midnight:4 |meta link hashtags:1 |tokens a rating for business university an better #gopdebate bureau report the with trump
-1 |time weekday:4 hour:1 hours_from_midnight:1 |meta single_quote hashtags:0 |tokens ad owned dealer dont even puts rubio helicopter out was used that company not true pilot a i ever drug guy my think
-1 |time weekday:3 hour:20 hours_from_midnight:4 |meta link hashtags:2 |tokens thank #makeamericagreatagain maine you #trump2016 portland
-1 |time weekday:3 hour:16 hours_from_midnight:8 |meta hashtags:1 |tokens on great look portland people be of #trump2016 hours it landing will to see 2 way in forward the my maine
-1 |time weekday:3 hour:15 hours_from_midnight:9 |meta single_quote hashtags:2 |tokens @ tonight join we i of #trumptrain never all bens will #gopdebate followers at the miss hope forget
1 |time weekday:3 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens and on championship golf trump world miami watch to in go doral the now
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta single_quote double_quote double_quote_at hashtags:1 |tokens
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens rating trump win want go 98% court been to easy students phony but approval lawsuit by me easily i could against u have the settled
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens me ago for did mitt romney beg years four endorsement my why
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta single_quote double_quote hashtags:0 |tokens "trump" clinton win romney one doesnt no to only wants beat am mitt who how hillary part know not a i of can the
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens people is as marco vote even for why to rubio shows who never worst the a great would of florida up record joke senator guy
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens are down people i of into this movement kill brought to while going wants dems have party the republican establishment millions
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens a be good not like candidate to elected mitt republicans romney failed going messenger looks how telling get is twotime
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens own false being see puppet pols your special millions ads cruzwhen tv rubio interest you them who groups by on of dollars spent think
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens millions all because voters sad are in if leave republican taken new has a they party not careful me of will record the
-1 |time weekday:3 hour:2 hours_from_midnight:2 |meta link hashtags:2 |tokens #trump2016 video #makeamericagreatagain
-1 |time weekday:2 hour:23 hours_from_midnight:1 |meta link hashtags:0 |tokens and everyone love would get i unify together to see video party the republican
-1 |time weekday:2 hour:23 hours_from_midnight:1 |meta hashtags:0 |tokens easily who another just move should barrack have beaten desperate (2/2) the obama by man
-1 |time weekday:2 hour:23 hours_from_midnight:1 |meta hashtags:0 |tokens a conference criticize tomorrow (1/2) candidate to is romney me having failed news mitt presidential
-1 |time weekday:2 hour:23 hours_from_midnight:1 |meta hashtags:0 |tokens gone love trump just 49% turned it numbers have lightweight poll for interesting since how rubio has @ marco hit far nasty up so my
1 |time weekday:2 hour:21 hours_from_midnight:3 |meta double_quote double_quote_at hashtags:3 |tokens true so
1 |time weekday:2 hour:21 hours_from_midnight:3 |meta single_quote hashtags:0 |tokens leaders voters am see are in party why millionswe creating that new republican bringing by a i of larger stronger cant the
-1 |time weekday:2 hour:19 hours_from_midnight:5 |meta link hashtags:1 |tokens enjoy @ tonight #ontherecord be w/ wife will at 7pme on my
1 |time weekday:2 hour:18 hours_from_midnight:6 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:18 hours_from_midnight:6 |meta hashtags:0 |tokens and money marco are desperate in even angry rubio much bosses his beat big night virginia now him he last lost i spent so time where
1 |time weekday:2 hour:18 hours_from_midnight:6 |meta hashtags:0 |tokens scam show house in his lightweight vote check out for no anyone rubio marco why card would florida sale credit senator voting
1 |time weekday:2 hour:17 hours_from_midnight:7 |meta hashtags:0 |tokens interests and million ads people spending fraudulent who $25 politicians me tv control misleading are (puppets) our the on special
1 |time weekday:2 hour:12 hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:12 hours_from_midnight:12 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time weekday:2 hour:12 hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:12 hours_from_midnight:12 |meta link double_quote double_quote_at hashtags:0 |tokens a @ says for nomination" to rubio …" nearly path impossible the gop
1 |time weekday:2 hour:12 hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens true so
-1 |time weekday:2 hour:5 hours_from_midnight:5 |meta hashtags:2 |tokens #supertuesday vermont you #trump2016 thank
-1 |time weekday:2 hour:4 hours_from_midnight:4 |meta hashtags:2 |tokens #supertuesday #trump2016 you arkansas thank
-1 |time weekday:2 hour:1 hours_from_midnight:1 |meta hashtags:2 |tokens #supertuesday you #trump2016 thank virginia
-1 |time weekday:2 hour:1 hours_from_midnight:1 |meta hashtags:2 |tokens #supertuesday alabama you #trump2016 thank
-1 |time weekday:2 hour:1 hours_from_midnight:1 |meta hashtags:2 |tokens #supertuesday you tennessee #trump2016 thank
1 |time weekday:5 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens and estate into some it in best little built very amazing real business started company world with a great assets i of the my
1 |time weekday:5 hour:16 hours_from_midnight:8 |meta single_quote hashtags:0 |tokens says lightweight my total to father only start rubio wonderful gave business $200 million fred fabrication he me like i wish didnt
1 |time weekday:5 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens version just people win hard democrats working when state to amazing won carolina watch republican great i of so fun the south
1 |time weekday:5 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens and interests controlled lobbyists campaign i ted am cruz or rubio therefore selffunding lightweight not the my by special like
1 |time weekday:5 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens who have get i why irs wonder audited almost single every unfairly year the rich friends by never
1 |time weekday:5 hour:15 hours_from_midnight:9 |meta single_quote double_quote double_quote_at hashtags:1 |tokens you thank
1 |time weekday:5 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens and on 830 marco @ i ted am about will talking rubio cruz at lightweight be lying
1 |time weekday:5 hour:12 hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens wow
-1 |time weekday:5 hour:5 hours_from_midnight:5 |meta link hashtags:2 |tokens thank robert #makeamericagreatagain pastor jeffress you #trump2016
1 |time weekday:5 hour:4 hours_from_midnight:4 |meta double_quote double_quote_at hashtags:0 |tokens
